id	filename	md5	size	state
d40921ba-fee4-403e-b389-3ad88054d6bb	c33efd78-b98e-43d7-ab3c-e22b468a5fc7.rna_seq.augmented_star_gene_counts.tsv	6b4d7c613afd7c444a633bd7a089f40e	4225462	released
4350ecb4-3580-405d-86c6-abedeb3036ed	7af6d70d-aacf-4457-857c-c698969af54f.rna_seq.augmented_star_gene_counts.tsv	4aeb702e0e71d4b809243012bbcf08f5	4254928	released
b4c2e4b4-e63d-469b-8901-2d41f054dd7b	06ac957a-68d6-45f0-b9c4-156e93b12276.rna_seq.augmented_star_gene_counts.tsv	1862106e006cfe3461c970760c95fb13	4237212	released
b8f44d0a-6812-4a0a-b338-acd695283105	22eb7bc4-9655-460c-9096-280010f8b65d.rna_seq.augmented_star_gene_counts.tsv	3fc8d4b153c7b97decfccae32db29d40	4229945	released
4b675ee0-9660-4dd8-99dd-88e683b31c01	fb74e5ff-5056-4883-8f34-88f504d47e5f.rna_seq.augmented_star_gene_counts.tsv	dc8cfd42eb895f06ebf58a17ea339af0	4215814	released
5c2af19f-8755-4545-86f3-8a84874627d1	22ddf2d8-74ba-43aa-b0be-6f3b08fecb6e.rna_seq.augmented_star_gene_counts.tsv	da5228f1fa2b0dcec02d2611f8784c80	4224602	released
70270256-10f9-4ea9-b97a-ec1e09d329fa	0fb1c275-0ecc-47d6-af41-3700946b9a1d.rna_seq.augmented_star_gene_counts.tsv	e0bada5a94ce15761f0ae3bd61f2a042	4193341	released
28e00ec6-c4dc-46b8-bff2-38762fbec1de	9f1058f9-188a-48d5-a544-db86290f8670.rna_seq.augmented_star_gene_counts.tsv	b4383b5aa637fbcb99238ff930ee08ca	4164555	released
9132f8e5-cb59-4de5-9cab-68247c0b76db	8e122b56-1a4b-4665-a0ce-043d1474d651.rna_seq.augmented_star_gene_counts.tsv	5b4674d6baa465e89ca654df175af7aa	4149909	released
15bc32d4-ef5a-4ce9-b547-59c5272c58f7	39ff694d-0810-4283-8153-02fbeceb3558.rna_seq.augmented_star_gene_counts.tsv	0dc3f6f4eedc83cee447773abb5afda9	4169544	released
37780ac3-b164-4ca8-b9e9-24d9f9fd393b	0efd0779-7319-48c8-80d6-4d02c4534bfc.rna_seq.augmented_star_gene_counts.tsv	f29fc2d9ef52f467178a88c59749118e	4208069	released
d1ab5a4c-5dc5-4b1f-b480-172574825692	a9c1ed6b-3d4f-41de-b9b6-3059350aa500.rna_seq.augmented_star_gene_counts.tsv	f64cce19f9f2a078e0b864ac8cb7d80e	4199143	released
ba4dc016-4576-4dbf-a4c4-91b76e960e82	6cf09de1-e562-4773-ae1f-4a83e9bf8290.rna_seq.augmented_star_gene_counts.tsv	b880a636888c447eec95af4905387342	4153493	released
1a841749-c4cd-4338-8258-474043c6060e	f252ddab-840c-4077-a359-9c050d3b5717.rna_seq.augmented_star_gene_counts.tsv	8f8bbfbf6ada008a6d3c86cf8693e9d6	4215093	released
92ac0b6b-2cc2-4853-bebf-ca05e9587a1c	c71e95e3-1c1f-4a3f-b0d1-764e6312061a.rna_seq.augmented_star_gene_counts.tsv	7e5fe6e16d76de44f6e6a2dfb0b198ab	4219044	released
65ae62f1-f974-47b4-9041-22ccbe1d237f	7ae95058-741b-4709-bab4-cf870747ec83.rna_seq.augmented_star_gene_counts.tsv	89a688b2bfa37398906c7f96f942dea5	4208130	released
bf92a7e1-4e26-4cc7-b439-71cc32670798	de75be5e-0300-405d-b543-b411f1f9f0cf.rna_seq.augmented_star_gene_counts.tsv	23ca27664271e8196d81ba6001a98cd6	4236157	released
c5b717f2-9736-486f-88de-43e40a3aea70	1f628739-514b-44cb-8136-69a9f915b771.rna_seq.augmented_star_gene_counts.tsv	272e897ac1d8f4bc7d85c82a683770b0	4213328	released
4975f3a3-29b9-4435-b7f1-54631944917a	48c5f44b-cd38-46ed-9f2b-b8663833dfe2.rna_seq.augmented_star_gene_counts.tsv	3cbf0e6c0cfc0c8ab845a8ad61c3e649	4190805	released
e0cc704b-a4c9-4a4c-9830-05f47fd9f9f4	19bcf875-cbcd-49e4-9348-d66de53cde12.rna_seq.augmented_star_gene_counts.tsv	8f5061a8f5ed091a6c6981b8b1ab5ce7	4215278	released
6c75ff0a-a9d3-4f1a-a791-05d68f3081d7	8f97499f-e68d-4dc2-b98f-d4653667ec61.rna_seq.augmented_star_gene_counts.tsv	e9c41f2b6a79035c9029e72af5d02d68	4210687	released
909a9589-57e4-4fdb-b089-baba9c58e35c	b928f7de-ef51-4afd-9476-83529eba68fc.rna_seq.augmented_star_gene_counts.tsv	d1e810fe4c777080d550569327ecd129	4228381	released
2d835016-00fc-45c2-8533-0388768ce461	43cbaaa5-5fe3-4e36-9283-522ab032e089.rna_seq.augmented_star_gene_counts.tsv	4e85600e992d61157fd82157f842ab4a	4205331	released
9428bfa2-511a-4694-b88a-8ce59433676a	4200176b-039c-4973-bf50-c734a5d7170b.rna_seq.augmented_star_gene_counts.tsv	58596978a7ab467b2e2aaf2231007e25	4163503	released
568e327a-fbd8-4924-b394-d7e34721ec3f	fabd0919-79fb-40c4-a7af-55e86c94574e.rna_seq.augmented_star_gene_counts.tsv	e295dde4994cd3a5811ce015d264d69a	4192007	released
723b4999-24e8-475c-89e3-3df5213114f1	c07194b2-4121-439c-bc55-56c2750d0121.rna_seq.augmented_star_gene_counts.tsv	43a38071dfa22cefce3f7cff942f0e8b	4232508	released
c9cc7da3-121f-411d-863e-72f5b7ebae19	b7497ad2-5ae7-4369-a297-a290b9d18db8.rna_seq.augmented_star_gene_counts.tsv	ebaa92e1e44b6a6ee1d42692d4afe75c	4214156	released
74885ffa-84b9-40f0-82d0-c355ac7afb8f	30fea3d6-a660-4676-b4bd-9a617fd5e5f4.rna_seq.augmented_star_gene_counts.tsv	b81e38c68b26ba81cb2b1b070bbb87df	4218910	released
50c7c92b-b992-4d56-9dd9-a7638f34a620	f2f789da-a189-477d-acf1-42c221c65bbc.rna_seq.augmented_star_gene_counts.tsv	a99b4a756d9dce54ad4861bb7ab69013	4218659	released
01c67b5d-8f1a-4adb-9687-241bb5bb63a9	42d2af38-a0d8-4b15-8e84-8cb8d380a9a0.rna_seq.augmented_star_gene_counts.tsv	26d82d9cf6568e1e366f756068144f07	4168705	released
011a28dc-db1a-4156-9acf-be6f2e232435	bf741eb2-a5cd-4a1a-a0a2-1690f9c6bab1.rna_seq.augmented_star_gene_counts.tsv	f6dee794f1ee87520abddef22a9785f1	4224934	released
c7fa1a29-b42c-454b-8f85-8a98450bcc93	0f8846d5-d9d7-4c01-9109-920bcde26397.rna_seq.augmented_star_gene_counts.tsv	43de0df294747002bd45c8abde74d406	4221796	released
e7a4346b-ee7f-4efa-8342-0eaee6274b8f	023c4dea-ad2c-4d84-838e-f9c626f18983.rna_seq.augmented_star_gene_counts.tsv	2de45ffcf74b6ead01e185003fd6f46e	4164834	released
14a00080-0c32-42f9-b594-77d02d0d5e72	b45dc325-291b-403a-b2ed-6624e6b4547e.rna_seq.augmented_star_gene_counts.tsv	d4708b66dfbb708e0e75a9561e1f504a	4158349	released
8f0dbcd7-211e-4570-8d20-2bfe69280721	906cf2fe-94ec-4ec4-bb76-8ffae788e7f6.rna_seq.augmented_star_gene_counts.tsv	565af5da46ca895d464271c26f21424c	4217193	released
ff6e886f-bda0-411f-9b27-2a8872209bb9	f80bfb46-dac9-4ae3-9da9-40b6a04a90e3.rna_seq.augmented_star_gene_counts.tsv	f2e52ac92814cfde4ae0b10064dc6631	4216890	released
7a81e203-8bbb-4b0f-8a94-93a10c949a05	7b44e566-2584-40ec-b13a-18570f59755e.rna_seq.augmented_star_gene_counts.tsv	0c3934342d04783a0558e0491b1b8db9	4147513	released
b105f825-06d2-4f24-82aa-03bb7b4dde14	76f78189-28d0-4d5b-b492-1d27435bb7c7.rna_seq.augmented_star_gene_counts.tsv	ed07d4338372c5829b73d6cd015c2e98	4223278	released
f7764e1f-cf28-48dc-8ac5-d942af582405	44980e72-3fce-436a-936c-87ba249a1093.rna_seq.augmented_star_gene_counts.tsv	cdbdba0675dbd86edda6ffca7b953770	4232025	released
573c02bc-770a-4152-aab3-5c320016f47c	2a3d0bd1-6408-42e4-b0d4-203a57654f69.rna_seq.augmented_star_gene_counts.tsv	a8ecd52df2ac3d4f861f776a386bb5ff	4199094	released
e388e625-1bb6-4277-9424-c3198c616c39	b3b208ae-8738-40f6-8cf5-0a780b30591c.rna_seq.augmented_star_gene_counts.tsv	c375adc2c855adcf069b42a289ae2069	4202176	released
87c84b7c-42bb-4010-ba47-90dec5fe41d5	4f74fb45-d9a0-4a73-a62f-c8f2f9606124.rna_seq.augmented_star_gene_counts.tsv	a679bb42ad615b0c90a4d2f82e2f5c4d	4228780	released
2a7f8c63-0702-4eae-93e7-ea45cdae03ec	3820e03c-19d9-4145-a422-06a98c58e1f4.rna_seq.augmented_star_gene_counts.tsv	c500e39c9b4ed07bde49bb342875b184	4228026	released
5778647a-41e3-4c8a-9f2c-2aff9fa10e59	10cb8ef4-755f-41bf-a33a-441ee6f13ebd.rna_seq.augmented_star_gene_counts.tsv	29b22069024455a3871b0c1ae9bfad29	4211159	released
e25c6a4d-8e12-49c0-9b30-aeafc28f5a24	c52d5680-1037-465c-a8a1-7b60454a34f6.rna_seq.augmented_star_gene_counts.tsv	1dde023b7fd0cfb10c7332451d9f9758	4192969	released
2d08c16f-9c32-4d11-b80f-be950ac7d1fb	4ae959fb-8f80-420d-91f1-1715e10a37c8.rna_seq.augmented_star_gene_counts.tsv	fb026414f3cc7d09ac8e3038d48d43fb	4214432	released
2887f611-1a8e-497c-b707-99b2c9246314	804204be-a09d-4731-aed4-8c609ca6514e.rna_seq.augmented_star_gene_counts.tsv	da234f81656309316dca206a709e95d9	4213380	released
9904c363-9c25-4b94-b614-694c74990044	cbfb1a85-a00b-4d46-83a5-77e3544a27d1.rna_seq.augmented_star_gene_counts.tsv	95ffc74c38684ce89c943af1f5b4bf53	4205536	released
7bfe9c6c-1e84-4aa7-b355-04df2f7e03bc	08668104-42f6-4c2c-afdb-ffee73685f44.rna_seq.augmented_star_gene_counts.tsv	5400b8609ccfa91378fc0a6105ed939a	4209997	released
a1e0d196-4495-48a7-9e08-6249b0bbb94b	e8198017-edbb-49ab-8c53-cf250b8d46a2.rna_seq.augmented_star_gene_counts.tsv	5068e0aa9f9307f6888a941b473eec75	4180183	released
d217a736-7328-46dd-b04b-cb7802b054d8	f3ef170d-de53-43ff-9dcd-9299e7508e54.rna_seq.augmented_star_gene_counts.tsv	c420ecfebeafcfe83f694ab6e8dce3d7	4159444	released
975a329c-d43a-4d6f-bd4a-67d51200ae74	6ff52d7f-9885-4093-980c-87a4cf8d709b.rna_seq.augmented_star_gene_counts.tsv	210c31bde16f7e2fc20b2a9f501f0ff4	4199713	released
c84c6e9b-ed8d-48c9-a9f6-1619e6dd48d1	32adef60-2edc-41eb-a00e-7e04ad88f7b7.rna_seq.augmented_star_gene_counts.tsv	82fd29d3796a324b387db236156d8944	4201298	released
db1f0bb1-2ed2-4c07-8b06-86a8f910f09a	6cdff8a2-f6e4-440b-840f-bdfa90fb3d4c.rna_seq.augmented_star_gene_counts.tsv	1e1b0953524628112b0e58612f29231e	4221896	released
8a8e36a6-e59c-4415-9dba-69f2c279cfd0	cc22f07f-0ec2-4a0f-bdd3-c6750e2d7921.rna_seq.augmented_star_gene_counts.tsv	18683147479d3ccb6c235d698769d7b7	4237264	released
6a3f2405-642b-431c-8c41-a9bf501cdda3	ef9d1701-6d83-430c-9ab0-fae8bd314acc.rna_seq.augmented_star_gene_counts.tsv	059128faad64d2d23206b22db693d659	4202408	released
1c4a8510-2b61-4fce-981a-e337bfbb06e4	fed54b8e-a654-40df-98be-53f29c7fd3c9.rna_seq.augmented_star_gene_counts.tsv	1ab3d2ebad16e9ed4ca17d0be3d79f75	4224449	released
fb0acfd8-ca70-44cc-9bfd-2445094729af	9a715d1e-0f3c-4579-bf80-41409ec85966.rna_seq.augmented_star_gene_counts.tsv	5273ada257c01219453bd72c289878c6	4208576	released
185db3b0-3985-4b91-815a-fa0b64f0c14f	f2cafe82-f9c9-4284-960d-a5d3d050de0c.rna_seq.augmented_star_gene_counts.tsv	c0d0c92f6fc422ac2f71434d67b295a9	4214860	released
53b799e8-6d21-4a56-87ae-1ea73827e536	335fc845-875e-4a28-bdea-b42fc6d33ae3.rna_seq.augmented_star_gene_counts.tsv	9d83aa963fd184035a61fe9b7599a554	4196639	released
20bf6ebf-f5bc-49bd-ba20-4aee17f22673	17fa35ef-ad3b-426f-b4a7-3758ef23b8a5.rna_seq.augmented_star_gene_counts.tsv	60c0104d86ba65e3650262f02204b5f1	4208324	released
541d8d73-194a-47dc-afc0-82a79794f0c1	a720ac7b-ec03-44e3-84e3-acfd311d869d.rna_seq.augmented_star_gene_counts.tsv	42948c8de520b8324a68d0e27ec4b787	4218728	released
5b846593-f609-41b4-b8f9-1431b54a64cd	ea55f816-f843-47a5-8b69-ad797364063d.rna_seq.augmented_star_gene_counts.tsv	ac4666b49e3e9173bf5e86404d596fe6	4221627	released
78c1bb38-23bb-4638-b2fb-a97665c3f1a6	2debcbc1-402e-47ce-9362-5c007bb5da87.rna_seq.augmented_star_gene_counts.tsv	fb7dcaec118a6b15180db43fa46706e8	4151151	released
